 &plot nbnd= 162, nks= 374 /
            0.000000  0.000000  0.000000
    1.8458    1.9510    7.5551  101.9053  101.9566  101.9889
  102.1531  102.1599  102.2362  102.3792  102.4322  102.5380
  102.5582  102.6435  102.9704  103.0220  103.0428  103.4566
  103.9752  135.9169  136.2346  136.2413  136.2454  136.2795
  136.3589  137.1613  137.3343  137.3957  138.4149  138.4847
  138.5114  142.5590  143.6234  143.8645  143.9270  144.5935
  144.9122  144.9195  144.9988  145.0343  145.1861  145.1907
  145.2347  219.0398  219.0589  219.0627  219.3187  220.4217
  220.4348  220.5648  220.5731  220.6113  220.7997  220.8266
  221.1767  290.5718  290.6484  290.7130  290.7190  290.8613
  291.7540  291.8208  291.8215  305.5226  306.5555  306.5565
  308.0863  308.0887  308.2072  335.7804  336.0610  336.1319
  336.1344  336.7927  336.8596  336.8747  337.3431  337.3605
  337.3688  338.2168  338.2471  373.4415  373.4911  375.7601
  375.7612  375.7737  375.8769  376.6973  376.6985  376.7658
  378.1012  378.1045  378.1371  459.9987  460.2041  460.4461
  460.4570  460.4896  460.5247  460.5490  460.6194  460.8636
  461.4536  461.4574  461.5448  461.6385  461.6627  461.6648
  461.8103  461.8108  461.8855  461.9392  461.9681  462.5319
  462.5398  462.5865  463.0006  463.0009  463.0058  463.4535
  463.4714  463.5181  464.2189  464.2284  464.2760  470.7723
  471.8151  471.8867  471.8873  473.2558  473.2602  479.6896
  480.8624  480.8838  480.8920  481.3931  481.4598  482.0085
  482.0975  482.1087  483.6093  483.6095  483.6108  488.4642
  488.5418  488.5533  488.5680  488.5719  488.5779  488.7147
  488.7195  488.7796  489.1595  489.1928  489.2004  489.2022
  489.2259  489.3500  489.3920  511.9628  512.0151  512.0153
            0.010135  0.010135  0.000000
    5.0862    5.7742   10.2649  101.8533  101.9464  101.9815
  102.1574  102.2182  102.3670  102.4514  102.5458  102.6213
  102.6971  102.8243  103.1237  103.1838  103.2496  103.5735
  104.1129  135.9334  136.2244  136.2519  136.2975  136.3221
  136.3911  137.1747  137.3609  137.4521  138.4207  138.5087
  138.5553  142.5618  143.6363  143.8475  143.8925  144.5863
