0.0000 -1.5783 0.9789
0.0143 2.9471 0.9789
0.0287 6.7822 0.9785
0.0430 10.4295 0.9781
0.0573 14.0253 0.9774
0.0717 17.5955 0.9767
0.0860 21.1474 0.9757
0.1003 24.6826 0.9747
0.1147 28.2003 0.9735
0.1290 31.6980 0.9721
0.1433 35.1728 0.9705
0.1577 38.6207 0.9686
0.1720 42.0376 0.9664
0.1863 45.4187 0.9637
0.2007 48.7586 0.9603
0.2150 52.0515 0.9560
0.2293 55.2904 0.9505
0.2437 58.4671 0.9432
0.2580 61.5715 0.9336
0.2723 64.5906 0.9204
0.2867 67.5074 0.9022
0.3010 70.2988 0.8766
0.3153 72.9332 0.8401
0.3297 75.3677 0.7885
0.3440 77.5479 0.7173
0.3583 79.4142 0.6252
0.3727 80.9196 0.5180
0.3870 82.0538 0.4091
0.4013 82.8512 0.3119
0.4157 83.3715 0.2323
0.4300 83.6668 0.1668
0.4443 83.7619 0.1067
0.4587 83.7143 0.0611
0.4730 83.6798 0.0434
0.4873 83.7295 0.0439
0.5017 83.7570 0.0497
0.5160 83.6190 0.0480
0.5303 83.2767 0.0414
0.5447 82.7001 0.0338
0.5590 81.8327 0.0264
0.5733 80.6175 0.0198
0.5877 79.0294 0.0142
0.6020 77.0885 0.0100
0.6163 74.8466 0.0071
0.6307 72.3634 0.0051
0.6450 69.6908 0.0038
0.6593 66.8692 0.0029
0.6737 63.9279 0.0022
0.6880 60.8885 0.0018
0.7023 57.7671 0.0015
0.7167 54.5757 0.0012
0.7310 51.3242 0.0011
0.7453 48.0203 0.0009
0.7597 44.6707 0.0008
0.7740 41.2812 0.0007
0.7883 37.8570 0.0007
0.8027 34.4028 0.0006
0.8170 30.9226 0.0006
0.8313 27.4202 0.0006
0.8457 23.8984 0.0006
0.8600 20.3595 0.0005
0.8743 16.8038 0.0005
0.8887 13.2289 0.0005
0.9030 9.6251 0.0005
0.9173 5.9573 0.0005
0.9317 1.9790 0.0005
0.9460 -1.4982 0.0005
0.9603 3.8404 0.0005
0.9747 7.6001 0.0005
0.9890 11.2316 0.0005
1.0033 14.8205 0.0005
1.0177 18.3862 0.0005
1.0320 21.9344 0.0005
1.0463 25.4659 0.0005
1.0607 28.9794 0.0005
1.0607 29.0084 0.0005
1.0754 32.5913 0.0005
1.0901 36.1502 0.0005
1.1049 39.6807 0.0005
1.1196 43.1779 0.0005
1.1343 46.6365 0.0005
1.1490 50.0506 0.0005
1.1638 53.4133 0.0005
1.1785 56.7169 0.0006
1.1932 59.9517 0.0006
1.2080 63.1057 0.0006
1.2227 66.1631 0.0006
1.2374 69.1026 0.0006
1.2522 71.8945 0.0006
1.2669 74.4970 0.0006
1.2816 76.8542 0.0007
1.2964 78.8986 0.0008
1.3111 80.5674 0.0009
1.3258 81.8336 0.0010
1.3406 82.7276 0.0011
1.3553 83.3230 0.0012
1.3700 83.7018 0.0013
1.3848 83.9300 0.0013
1.3995 84.0508 0.0013
1.4142 84.0795 0.0013
1.4285 82.5464 0.0017
1.4428 79.7358 0.0019
1.4571 76.6006 0.0018
1.4714 73.3062 0.0017
1.4856 69.9026 0.0016
1.4999 66.4133 0.0014
1.5142 62.8528 0.0012
1.5285 59.2316 0.0011
1.5428 55.5577 0.0009
1.5571 51.8379 0.0008
1.5714 48.0778 0.0007
1.5856 44.2826 0.0006
1.5999 40.4566 0.0005
1.6142 36.6039 0.0004
1.6285 32.7279 0.0003
1.6428 28.8318 0.0003
1.6571 24.9182 0.0002
1.6714 20.9891 0.0002
1.6856 17.0457 0.0002
1.6999 13.0869 0.0002
1.7142 9.1060 0.0001
1.7285 5.0681 0.0001
1.7428 -0.5755 0.0001
1.7571 2.2065 0.0001
1.7714 6.4264 0.0001
1.7856 10.4364 0.0001
1.7999 14.4084 0.0001
1.8142 18.3618 0.0001
1.8285 22.3005 0.0002
1.8428 26.2246 0.0002
1.8571 30.1326 0.0002
1.8714 34.0223 0.0002
1.8856 37.8909 0.0003
1.8999 41.7351 0.0003
1.9142 45.5513 0.0004
1.9285 49.3353 0.0005
1.9428 53.0826 0.0006
1.9571 56.7878 0.0007
1.9714 60.4449 0.0010
1.9856 64.0468 0.0013
1.9999 67.5849 0.0019
2.0142 71.0475 0.0029
2.0285 74.4181 0.0051
2.0428 77.6674 0.0104
2.0571 80.7253 0.0281
2.0714 83.3085 0.1242
2.0856 83.8658 0.5790
2.0999 81.6700 0.8147
2.1142 78.7140 0.8741
2.1285 75.5168 0.9010
2.1428 72.1824 0.9175
2.1571 68.7482 0.9291
2.1714 65.2338 0.9379
2.1856 61.6521 0.9448
2.1999 58.0125 0.9504
2.2142 54.3226 0.9550
2.2285 50.5887 0.9589
2.2428 46.8164 0.9623
2.2571 43.0105 0.9652
2.2714 39.1752 0.9678
2.2856 35.3143 0.9700
2.2999 31.4313 0.9719
2.3142 27.5291 0.9736
2.3285 23.6102 0.9751
2.3428 19.6762 0.9763
2.3571 15.7279 0.9773
2.3714 11.7631 0.9781
2.3856 7.7703 0.9787
2.3999 3.6798 0.9790
2.4142 -1.5783 0.9789
2.4286 3.2943 0.9789
2.4431 7.2264 0.9785
2.4575 10.9984 0.9780
2.4720 14.7221 0.9773
2.4864 18.4135 0.9764
2.5008 22.0739 0.9753
2.5153 25.7002 0.9740
2.5297 29.2872 0.9725
2.5441 32.8287 0.9706
2.5586 36.3173 0.9684
2.5730 39.7444 0.9655
2.5874 43.1000 0.9617
2.6019 46.3716 0.9564
2.6163 49.5425 0.9486
2.6307 52.5885 0.9365
2.6452 55.4709 0.9166
2.6596 58.1215 0.8815
2.6740 60.4093 0.8151
2.6885 62.0754 0.6884
2.7029 62.7137 0.4884
2.7173 62.0754 0.2883
2.7318 60.4093 0.1612
2.7462 58.1215 0.0944
2.7606 55.4709 0.0592
2.7751 52.5885 0.0393
2.7895 49.5425 0.0274
2.8039 46.3716 0.0198
2.8184 43.1000 0.0148
2.8328 39.7444 0.0113
2.8472 36.3173 0.0088
