 &plot nbnd= 162, nks= 374 /
            0.000000  0.000000  0.000000
   -1.5783   -1.4349   -1.4272  101.3445  101.3524  101.6431
  102.0299  102.0419  102.0475  102.1059  102.1142  102.6139
  102.8412  102.9556  103.2769  103.2860  103.4560  104.0192
  104.0252  135.9430  135.9516  136.0787  136.1749  136.1799
  136.2410  136.9590  136.9662  137.0516  137.3786  137.5172
  137.5262  142.9528  143.0879  143.0957  143.1810  143.9754
  144.1349  144.2464  144.7674  144.7844  146.8047  146.8074
  147.5492  215.6978  215.7085  215.7229  215.8526  216.6814
  216.6915  216.8117  216.9927  217.2712  217.4796  217.5844
  217.5911  262.9478  269.2304  269.2697  271.6203  271.8837
  272.8654  272.9685  274.7063  296.7544  299.0583  299.0646
  300.1839  300.2041  300.5963  327.1903  329.0021  329.7302
  329.7370  332.6284  332.7874  334.3516  334.3583  334.4049
  334.5703  334.5790  334.7302  368.8408  369.0298  369.0339
  369.1583  376.7920  376.7990  376.9582  378.0248  378.0498
  378.0531  378.2563  378.4059  416.2684  416.8361  416.8446
  445.8457  450.0340  450.0387  450.3839  450.7377  450.7443
  450.8031  454.3933  455.5202  456.0259  456.0359  456.5130
  456.5715  461.1324  461.1338  461.1406  462.8722  462.8746
  463.0919  463.6037  463.6073  463.8420  464.4322  464.5588
  464.5620  465.3068  465.3106  465.3601  465.5784  466.2415
  466.5401  466.6500  466.6525  468.0564  468.0754  470.2634
  470.2844  470.2893  478.3761  478.4818  478.4852  478.6478
  478.6954  478.9344  478.9365  479.1024  480.7879  481.3240
  481.3784  481.3872  487.0363  487.2622  487.6018  487.8233
  487.8265  489.0894  489.0920  489.2456  489.6033  489.7683
  490.6356  490.6369  490.7646  503.7192  503.7204  503.8213
            0.010135  0.010135  0.000000
    2.9471    3.8761    6.9624  101.1752  101.2770  101.6371
  101.8214  102.0316  102.1135  102.2726  102.4043  102.7603
  102.8063  103.1959  103.3098  103.4028  103.7450  104.2286
  104.2625  135.8865  135.9586  136.0540  136.1503  136.1609
  136.3027  136.9312  136.9808  137.1221  137.4470  137.6186
  137.6342  142.9432  143.0787  143.1008  143.2191  143.9966
  144.1606  144.2679  144.7791  144.7970  146.8230  146.8258
  147.5689  215.4486  215.5453  215.6071  215.7007  216.5183
  216.6019  216.6490  216.9687  217.1379  217.4268  217.5021
  217.5106  261.6923  266.5723  268.5992  270.5990  271.3763
  273.4094  276.0883  276.9767  294.6408  296.3473  299.0569
  299.1549  302.7349  303.8166  326.3623  329.0123  329.2104
  329.8162  331.7547  332.3155  333.4163  334.1296  334.8825
  335.1013  335.8388  336.4974  368.4839  369.0159  369.1397
  369.4450  376.4481  376.7069  376.7653  378.0065  378.0991
  378.2414  378.7652  378.9314  416.2612  416.8289  416.8383
  445.6019  450.0149  450.0208  450.3680  450.5628  450.7095
  450.7834  453.4904  455.7028  455.9985  456.5058  456.5645
  456.6274  460.8176  460.9682  461.0471  462.8256  462.8567
  463.0863  463.3440  463.6984  463.8669  464.3523  464.5034
  464.6144  465.1057  465.1890  465.3106  466.1398  466.2640
  466.6597  466.7976  466.8298  467.8992  468.0826  470.3298
  470.5407  470.6918  478.3415  478.4463  478.4550  478.6039
  478.6780  478.9419  478.9510  479.1091  480.7928  481.3358
  481.3862  481.4158  487.0141  487.2343  487.5596  487.7804
  487.7926  489.0986  489.1056  489.2555  489.6262  489.7809
  490.6288  490.6324  490.7659  503.7020  503.7075  503.8097
            0.020270  0.020270  0.000000
    6.7822    7.9105   14.1340  100.6877  101.1381  101.4858
  101.8221  102.0628  102.2494  102.5475  102.6812  103.1818
  103.2401  103.4425  103.8405  103.9408  104.3541  104.7596
  104.8609  135.7016  135.9153  135.9460  136.0679  136.1027
  136.5948  136.8386  137.1221  137.4181  137.5349  137.8360
  138.0004  142.9176  143.0413  143.0764  143.3390  144.0590
  144.2761  144.3096  144.7988  144.8599  146.8655  146.8900
  147.6462  214.6982  215.0882  215.2175  215.3179  216.0139
  216.2897  216.3243  216.7181  216.8789  217.1884  217.2391
  217.2570  258.4758  262.0543  267.9430  270.5515  271.0745
  273.4259  280.0615  281.1643  291.2139  292.6912  299.0382
  299.0662  306.1137  307.3249  324.6654  327.9615  328.5358
  329.2934  331.3138  331.4327  332.9302  334.7719  335.9495
  336.0532  337.2789  338.9302  368.0661  368.9799  369.2909
  369.8413  375.8859  376.4199  376.6035  378.2085  378.3069
  378.6925  379.4848  380.2168  416.2320  416.8115  416.8210
  444.9134  449.6796  449.9576  450.1223  450.3081  450.5769
  450.7437  452.3757  455.6542  455.8894  456.4686  456.6105
  457.5589  459.9395  460.5671  460.7464  462.6122  462.7727
  462.8078  463.2478  463.5157  463.9858  464.1548  464.4482
  464.7190  464.9929  465.1557  465.4785  466.3675  466.8934
  467.0322  467.1123  467.2014  467.6605  468.1855  470.4526
  471.2384  471.6128  478.2443  478.3266  478.3826  478.4634
  478.6476  478.9620  479.0009  479.1216  480.8075  481.3367
  481.4090  481.5241  486.9471  487.1529  487.4392  487.6669
  487.7022  489.0988  489.1130  489.2896  489.6929  489.8419
  490.6007  490.6072  490.7908  503.6470  503.6719  503.7752
            0.030405  0.030405  0.000000
   10.4295   11.8849   21.2458  100.0938  100.9874  101.0299
  102.0587  102.1936  102.5224  102.7681  103.0983  103.7101
  103.9322  104.0635  104.7083  104.8329  105.2856  105.6190
  105.7408  135.4255  135.7321  135.8276  135.9207  136.0383
  136.7751  136.9571  137.5201  137.6682  137.8916  138.1024
  138.5872  142.8833  142.9567  143.0313  143.4617  144.1439
  144.3231  144.5616  144.8255  144.9917  146.9014  147.0253
  147.8361  213.5091  214.3776  214.5163  214.7476  215.2681
  215.7022  215.8080  216.2600  216.4415  216.6848  216.7754
  216.8937  254.3582  257.3479  267.6022  270.5341  270.9538
  273.3361  284.0805  285.3580  287.7809  289.0128  299.0203
  299.0980  309.5173  310.7597  322.4941  326.5987  327.8364
  328.2986  330.2279  331.7129  332.7643  335.9204  337.1228
  337.1954  338.7077  341.4594  367.7369  368.9306  369.5424
  370.2124  375.4637  376.1531  376.4821  378.5682  378.6557
  379.3569  380.3129  381.8613  416.1591  416.7864  416.8075
  443.8708  448.2214  449.7960  450.0341  450.1459  450.4240
  450.6320  451.7057  455.5267  455.6746  456.3736  456.6686
  458.2766  458.7412  460.0375  460.2147  462.1771  462.4011
  462.7255  463.0850  463.5269  463.5676  463.8676  464.4560
  464.8847  465.2467  465.3994  466.0826  466.6161  467.1502
  467.2163  467.6178  467.7171  468.0087  468.4343  470.6589
  472.1845  472.6862  478.0648  478.1386  478.2777  478.2829
  478.6165  478.9733  479.0747  479.1506  480.8323  481.3244
  481.4468  481.6886  486.8349  487.0240  487.2622  487.5090
  487.5693  489.0202  489.1089  489.3466  489.7420  490.0189
  490.5280  490.5726  490.8572  503.5557  503.6108  503.7190
            0.040541  0.040541  0.000000
   14.0253   15.8541   28.3285   99.4591  100.4839  100.9035
  102.1081  102.6243  102.9318  103.0925  103.6306  104.2716
  104.6191  104.9939  105.5804  106.1607  106.5756  106.9286
  107.0300  135.0792  135.5102  135.5641  135.8350  135.9496
  136.7449  137.2066  137.8475  138.1503  138.3925  138.6138
  139.4198  142.7899  142.8566  143.0149  143.5454  144.2297
  144.2920  144.8309  145.0170  145.1845  146.8993  147.2878
  148.2052  211.9238  213.4492  213.5893  213.9379  214.3258
  214.8508  215.0145  215.6300  215.7210  215.9578  216.0840
  216.4845  249.8882  252.5795  267.3545  270.5004  270.8668
  273.1695  283.8207  285.0786  288.3543  289.8582  299.0768
  299.2575  312.8555  314.0805  319.9918  325.4528  327.1344
  327.3960  329.2377  331.9719  332.7385  337.2987  338.1812
  338.4420  340.0581  344.0015  367.5458  368.8904  369.9024
  370.5825  375.2265  376.0340  376.4040  379.0300  379.1224
  380.1699  381.2129  383.8089  416.0155  416.7438  416.8265
  442.5600  446.2431  449.4194  449.8802  449.9898  450.3150
  450.3954  451.2588  455.2695  455.3358  456.1806  456.7388
  457.5649  458.7340  459.3993  459.5007  461.6479  462.0094
  462.7020  462.7666  463.1705  463.7333  463.8047  464.1732
  465.0757  465.5556  465.6239  466.8942  467.0890  467.1717
  467.5988  468.0596  468.0734  468.7487  468.9954  470.9554
  473.2280  473.7533  477.7558  477.9600  478.0860  478.1684
  478.5773  478.9774  479.1004  479.2697  480.8675  481.3035
  481.4999  481.8800  486.6793  486.8557  487.0536  487.3150
  487.4081  488.8705  489.0805  489.4065  489.7569  490.2850
  490.4307  490.5324  490.9571  503.4290  503.5219  503.6429
            0.050676  0.050676  0.000000
   17.5955   19.8259   35.3832   98.8056   99.9479  100.8185
