 &plot nbnd=  48, nks= 374 /
            0.000000  0.000000  0.000000
   -0.0046   -0.0037   -0.0030  104.8588  104.8599  104.8601
  109.2050  109.2065  109.2073  109.9352  109.9364  137.7664
  137.7673  137.7678  143.8875  143.8882  143.8886  330.6417
  340.2993  340.3010  340.3047  361.6583  361.7443  361.7472
  361.7486  387.7327  387.7334  393.1525  393.1529  393.1555
  400.9883  423.2521  423.2566  423.2580  457.0777  457.0787
  457.0792  468.4304  468.4314  468.4323  485.7823  485.7828
  487.9393  487.9407  487.9413  499.9157  499.9162  499.9164
            0.010135  0.010135  0.000000
    2.0915    2.7105    6.3772  104.7027  104.8117  104.9933
  109.2107  109.2830  109.3277  109.9966  110.0993  137.7517
  137.7683  137.8951  143.8919  143.9398  144.0155  330.0481
  340.1722  340.2332  340.6148  360.4904  361.7203  361.7228
  362.6968  386.8978  387.3999  393.1785  393.3320  393.9649
  401.3534  423.2611  423.2837  423.3177  457.0971  457.0988
  457.0998  468.4245  468.4458  468.4485  485.7692  485.7752
  487.9305  487.9349  487.9530  499.8976  499.9060  499.9123
            0.020270  0.020270  0.000000
    4.1838    5.4278   12.7489  104.2743  104.6809  105.3762
  109.2375  109.4685  109.6614  110.2247  110.5650  137.7094
  137.7748  138.2670  143.9035  144.0924  144.4009  328.4871
  339.7708  340.0309  341.3156  359.1768  361.6188  361.6478
  363.4114  385.1299  386.5762  393.2169  393.8065  395.6651
  402.3645  423.2772  423.3712  423.5046  457.1527  457.1600
  457.1626  468.4038  468.4910  468.4981  485.7282  485.7543
  487.9032  487.9176  487.9889  499.8416  499.8767  499.9005
            0.030405  0.030405  0.000000
    6.2780    8.1584   19.1092  103.6523  104.5011  105.9546
  109.2952  109.6772  110.1283  110.7229  111.3166  137.6491
  137.7904  138.8549  143.9246  144.3353  145.0569  326.3182
  339.0530  339.6908  342.0164  357.8989  361.3477  361.5233
  363.8866  383.0884  385.5630  393.2084  394.5148  397.5989
  403.8277  423.3052  423.5262  423.8155  457.2427  457.2649
  457.2663  468.3695  468.5655  468.5806  485.6595  485.7203
  487.8580  487.8894  488.0474  499.7480  499.8281  499.8810
            0.040541  0.040541  0.000000
    8.3748   10.9087   25.4524  102.9024  104.3071  106.6362
  109.3843  109.8944  110.6408  111.5562  112.3632  137.5825
  137.8201  139.6151  143.9580  144.6547  146.0026  323.7728
  337.9540  339.2089  342.4662  356.7702  360.7768  361.3431
  364.2652  380.9824  384.5614  393.1317  395.4298  399.5651
  405.5439  423.3476  423.7636  424.2492  457.3651  457.4098
  457.4156  468.3220  468.6685  468.6956  485.5624  485.6744
  487.7953  487.8509  488.1267  499.6167  499.7604  499.8536
            0.050676  0.050676  0.000000
   10.4748   13.6845   31.7726  102.0663  104.1271  107.3094
  109.5042  110.1562  111.1458  112.7623  113.6987  137.5220
  137.8682  140.4977  144.0077  145.0365  147.2587  320.9727
  336.4101  338.5799  342.5733  355.8038  359.8427  361.1003
  364.7080  378.8952  383.6608  392.9948  396.5228  401.4916
  407.3575  423.4075  424.1052  424.8041  457.5177  457.5913
  457.6139  468.2618  468.7989  468.8425  485.4362  485.6178
  487.7161  487.8030  488.2249  499.4474  499.6742  499.8183
            0.060811  0.060811  0.000000
   12.5785   16.4908   38.0635  101.1696  103.9810  107.8931
  109.6557  110.4846  111.6220  114.3672  115.2965  137.4781
  137.9375  141.4583  144.0784  145.4682  148.8371  317.9841
  334.3922  337.7978  342.3633  354.8303  358.6813  360.7852
  365.2922  376.8780  382.8795  392.8139  397.7540  403.3416
