# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.88938776E+00  -8.51937870E+00   3.70009064E-01
# Error est. for CH(vbm) CH(cbm) diff =   6.51645509E-01   5.84781699E-01  -6.68638096E-02
#    Nb          CH(vbm)          CH(cbm)             diff
     32  -7.78606372E+00  -7.27945009E+00   5.06613634E-01
     33  -7.80251471E+00  -7.29480552E+00   5.07709184E-01
     34  -7.82181110E+00  -7.31078469E+00   5.11026416E-01
# k =   0.750000   0.000000   0.750000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.37673828E+00  -7.88172332E+00   4.95014963E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.32236086E-01   4.86203303E-01  -4.60327826E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.76618800E-01  -7.23621354E-01   1.52997446E-01
      2  -1.89724229E+00  -1.32801033E+00   5.69231962E-01
      3  -3.45707409E+00  -1.99519476E+00   1.46187934E+00
      4  -5.11285902E+00  -2.38520278E+00   2.72765624E+00
      5  -5.37294418E+00  -4.47755463E+00   8.95389553E-01
      6  -5.74878693E+00  -4.92596448E+00   8.22822443E-01
      7  -6.03378391E+00  -5.42619939E+00   6.07584522E-01
      8  -6.26918416E+00  -5.74639427E+00   5.22789885E-01
      9  -6.47643023E+00  -5.96440897E+00   5.12021253E-01
     10  -6.66495903E+00  -6.12368214E+00   5.41276897E-01
     11  -6.78745430E+00  -6.30485260E+00   4.82601701E-01
     12  -6.92164044E+00  -6.42810262E+00   4.93537819E-01
     13  -7.01258806E+00  -6.55932810E+00   4.53259959E-01
     14  -7.09358657E+00  -6.66450474E+00   4.29081825E-01
     15  -7.16452771E+00  -6.74046030E+00   4.24067412E-01
     16  -7.24538394E+00  -6.81392135E+00   4.31462584E-01
     17  -7.31774243E+00  -6.87476723E+00   4.42975204E-01
     18  -7.37428166E+00  -6.93229944E+00   4.41982227E-01
     19  -7.42690512E+00  -6.98875562E+00   4.38149506E-01
     20  -7.47880477E+00  -7.03250494E+00   4.46299829E-01
     21  -7.51750779E+00  -7.07671283E+00   4.40794962E-01
     22  -7.56070132E+00  -7.11954747E+00   4.41153854E-01
     23  -7.59650709E+00  -7.15516426E+00   4.41342835E-01
     24  -7.62408323E+00  -7.18650253E+00   4.37580699E-01
     25  -7.66061451E+00  -7.21543243E+00   4.45182083E-01
     26  -7.69115554E+00  -7.24209822E+00   4.49057322E-01
     27  -7.71704567E+00  -7.26928346E+00   4.47762208E-01
     28  -7.73686667E+00  -7.29119357E+00   4.45673101E-01
     29  -7.75732447E+00  -7.31107400E+00   4.46250463E-01
     30  -7.77611997E+00  -7.32841978E+00   4.47700193E-01
     31  -7.79299547E+00  -7.34846808E+00   4.44527395E-01
     32  -7.80750902E+00  -7.36519461E+00   4.42314406E-01
     33  -7.82453680E+00  -7.37985038E+00   4.44686416E-01
     34  -7.84450219E+00  -7.39552001E+00   4.48982180E-01
# k =   0.750000   0.250000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.55561825E+00  -8.16982385E+00   3.85794397E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.55042877E-01   5.51930737E-01  -3.11213972E-03
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.35156331E-01  -7.39869726E-01   9.52866052E-02
      2  -1.78609413E+00  -1.33662894E+00   4.49465196E-01
      3  -2.67074219E+00  -1.93799701E+00   7.32745187E-01
      4  -5.17134120E+00  -2.37391108E+00   2.79743012E+00
      5  -5.43966516E+00  -4.32477436E+00   1.11489080E+00
      6  -5.68483193E+00  -4.84137248E+00   8.43459450E-01
      7  -6.08073153E+00  -5.35473491E+00   7.25996617E-01
      8  -6.36097475E+00  -5.73957492E+00   6.21399828E-01
      9  -6.56420995E+00  -5.95149640E+00   6.12713549E-01
     10  -6.75837869E+00  -6.17808718E+00   5.80291516E-01
     11  -6.89384341E+00  -6.37529421E+00   5.18549199E-01
     12  -7.01678061E+00  -6.52851799E+00   4.88262625E-01
     13  -7.10599238E+00  -6.67905014E+00   4.26942240E-01
     14  -7.19921619E+00  -6.78876883E+00   4.10447363E-01
     15  -7.27678174E+00  -6.88401449E+00   3.92767244E-01
     16  -7.35837700E+00  -6.95954269E+00   3.98834307E-01
     17  -7.43837396E+00  -7.03530836E+00   4.03065598E-01
     18  -7.49827775E+00  -7.10101550E+00   3.97262250E-01
     19  -7.55979949E+00  -7.16149036E+00   3.98309134E-01
     20  -7.61288857E+00  -7.22040968E+00   3.92478893E-01
     21  -7.65550617E+00  -7.26656682E+00   3.88939356E-01
     22  -7.69677866E+00  -7.30919403E+00   3.87584634E-01
     23  -7.73673000E+00  -7.34975733E+00   3.86972677E-01
     24  -7.76501380E+00  -7.38485073E+00   3.80163064E-01
     25  -7.80639392E+00  -7.41707183E+00   3.89322085E-01
     26  -7.83810744E+00  -7.44579408E+00   3.92313362E-01
     27  -7.86608523E+00  -7.47631737E+00   3.89767856E-01
     28  -7.88638175E+00  -7.50122224E+00   3.85159512E-01
     29  -7.90742949E+00  -7.52254661E+00   3.84882876E-01
     30  -7.92837078E+00  -7.54496883E+00   3.83401943E-01
     31  -7.94686154E+00  -7.56448046E+00   3.82381082E-01
     32  -7.96145238E+00  -7.58219189E+00   3.79260488E-01
     33  -7.98054170E+00  -7.59969111E+00   3.80850593E-01
     34  -8.00057537E+00  -7.61789311E+00   3.82682257E-01
# k =   0.750000   0.250000   0.250000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.33750130E+00  -7.80446985E+00   5.33031450E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.16466277E-01   4.94303250E-01  -2.21630267E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.24558584E-01  -6.87801408E-01   2.36757176E-01
      2  -1.81655321E+00  -1.26470535E+00   5.51847860E-01
      3  -2.92939032E+00  -1.88066646E+00   1.04872386E+00
      4  -5.14944550E+00  -2.26670924E+00   2.88273626E+00
      5  -5.41695688E+00  -4.20259292E+00   1.21436396E+00
      6  -5.74737266E+00  -4.83165565E+00   9.15717008E-01
      7  -6.05594523E+00  -5.26578416E+00   7.90161074E-01
      8  -6.29476552E+00  -5.61396524E+00   6.80800279E-01
      9  -6.47916076E+00  -5.85362372E+00   6.25537045E-01
     10  -6.67284386E+00  -6.03224836E+00   6.40595502E-01
     11  -6.79891073E+00  -6.18931222E+00   6.09598511E-01
     12  -6.91528240E+00  -6.32221149E+00   5.93070912E-01
     13  -7.00669339E+00  -6.47078399E+00   5.35909396E-01
     14  -7.08300658E+00  -6.56493637E+00   5.18070207E-01
     15  -7.15382686E+00  -6.64325985E+00   5.10567008E-01
     16  -7.23203527E+00  -6.71415630E+00   5.17878969E-01
     17  -7.30359516E+00  -6.78550099E+00   5.18094170E-01
     18  -7.35991174E+00  -6.84640619E+00   5.13505558E-01
     19  -7.41167799E+00  -6.90594283E+00   5.05735160E-01
     20  -7.46338917E+00  -6.95122313E+00   5.12166041E-01
     21  -7.50077498E+00  -6.99286821E+00   5.07906774E-01
     22  -7.54277208E+00  -7.03425323E+00   5.08518852E-01
     23  -7.57802226E+00  -7.06767929E+00   5.10342978E-01
     24  -7.60453975E+00  -7.09935658E+00   5.05183168E-01
     25  -7.64128547E+00  -7.12863119E+00   5.12654283E-01
     26  -7.67026152E+00  -7.15632257E+00   5.13938943E-01
     27  -7.69657900E+00  -7.18314802E+00   5.13430975E-01
     28  -7.71510799E+00  -7.20654041E+00   5.08567575E-01
     29  -7.73516872E+00  -7.22488848E+00   5.10280237E-01
     30  -7.75469360E+00  -7.24367523E+00   5.11018373E-01
     31  -7.77105442E+00  -7.26233080E+00   5.08723614E-01
     32  -7.78527102E+00  -7.27871856E+00   5.06552462E-01
     33  -7.80166077E+00  -7.29385599E+00   5.07804779E-01
     34  -7.82103502E+00  -7.31016660E+00   5.10868423E-01
# k =   0.750000   0.250000   0.500000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -7.76135267E+00  -8.19769366E+00  -4.36340982E-01
# Error est. for CH(vbm) CH(cbm) diff =   4.14021936E-01   6.27511435E-01   2.13489499E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -1.00227461E+00  -5.18450710E-01   4.83823898E-01
      2  -1.80599621E+00  -1.02910077E+00   7.76895448E-01
      3  -3.48169235E+00  -1.65059302E+00   1.83109933E+00
      4  -4.88550938E+00  -2.27062935E+00   2.61488003E+00
      5  -5.33894245E+00  -3.47606976E+00   1.86287269E+00
      6  -5.64613483E+00  -4.68972891E+00   9.56405918E-01
      7  -5.87551408E+00  -5.02330247E+00   8.52211610E-01
      8  -6.08554881E+00  -5.38151853E+00   7.04030274E-01
      9  -6.23988455E+00  -5.71150479E+00   5.28379768E-01
     10  -6.39267064E+00  -6.00383571E+00   3.88834923E-01
     11  -6.50043649E+00  -6.18782784E+00   3.12608651E-01
     12  -6.59560142E+00  -6.35954640E+00   2.36055023E-01
     13  -6.68052826E+00  -6.50281612E+00   1.77712140E-01
     14  -6.74810219E+00  -6.61826368E+00   1.29838515E-01
     15  -6.80875749E+00  -6.71441844E+00   9.43390497E-02
     16  -6.86980943E+00  -6.81103331E+00   5.87761266E-02
     17  -6.92628974E+00  -6.91480788E+00   1.14818628E-02
     18  -6.97381848E+00  -6.98672984E+00  -1.29113618E-02
     19  -7.01868744E+00  -7.05852945E+00  -3.98420107E-02
     20  -7.05880477E+00  -7.11954274E+00  -6.07379690E-02
     21  -7.08994224E+00  -7.16673297E+00  -7.67907280E-02
     22  -7.12335784E+00  -7.22047591E+00  -9.71180693E-02
     23  -7.15134605E+00  -7.26491762E+00  -1.13571569E-01
     24  -7.17428418E+00  -7.30005764E+00  -1.25773463E-01
     25  -7.20076578E+00  -7.34407915E+00  -1.43313368E-01
     26  -7.22434930E+00  -7.38115599E+00  -1.56806684E-01
     27  -7.24571601E+00  -7.41379289E+00  -1.68076879E-01
     28  -7.26191312E+00  -7.43947184E+00  -1.77558716E-01
     29  -7.27872718E+00  -7.46410272E+00  -1.85375540E-01
     30  -7.29348745E+00  -7.48682874E+00  -1.93341294E-01
     31  -7.30726410E+00  -7.50945531E+00  -2.02191209E-01
     32  -7.31924453E+00  -7.52696880E+00  -2.07724262E-01
     33  -7.33227382E+00  -7.54737509E+00  -2.15101268E-01
     34  -7.34733074E+00  -7.57018222E+00  -2.22851483E-01
# k =   0.750000   0.250000   0.750000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.33819460E+00  -7.80370443E+00   5.34490165E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.17249539E-01   4.94177121E-01  -2.30724178E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.30002444E-01  -6.74878431E-01   2.55124013E-01
      2  -1.81913625E+00  -1.26483072E+00   5.54305537E-01
      3  -2.94388827E+00  -1.90468657E+00   1.03920170E+00
      4  -5.15020746E+00  -2.26673264E+00   2.88347482E+00
      5  -5.39757411E+00  -4.25707519E+00   1.14049892E+00
      6  -5.76227415E+00  -4.79519988E+00   9.67074270E-01
      7  -6.04149266E+00  -5.20988421E+00   8.31608452E-01
      8  -6.29503403E+00  -5.61279584E+00   6.82238197E-01
      9  -6.48148165E+00  -5.85464102E+00   6.26840630E-01
     10  -6.67724669E+00  -6.02677571E+00   6.50470981E-01
     11  -6.79554693E+00  -6.18911275E+00   6.06434183E-01
     12  -6.91719560E+00  -6.31841085E+00   5.98784751E-01
     13  -7.00626612E+00  -6.46397918E+00   5.42286946E-01
     14  -7.08287858E+00  -6.56430981E+00   5.18568779E-01
     15  -7.15277587E+00  -6.64363665E+00   5.09139219E-01
     16  -7.23130880E+00  -6.71343995E+00   5.17868856E-01
     17  -7.30340032E+00  -6.78249917E+00   5.20901151E-01
     18  -7.35976428E+00  -6.84568663E+00   5.14077648E-01
     19  -7.41323830E+00  -6.90530456E+00   5.07933733E-01
     20  -7.46329158E+00  -6.95059549E+00   5.12696090E-01
     21  -7.50040588E+00  -6.99058626E+00   5.09819623E-01
     22  -7.54209894E+00  -7.03213105E+00   5.09967888E-01
     23  -7.57785616E+00  -7.06698131E+00   5.10874848E-01
     24  -7.60552141E+00  -7.09917119E+00   5.06350226E-01
     25  -7.64102016E+00  -7.12851439E+00   5.12505767E-01
     26  -7.67016310E+00  -7.15573489E+00   5.14428209E-01
     27  -7.69618333E+00  -7.18241774E+00   5.13765596E-01
     28  -7.71568867E+00  -7.20531397E+00   5.10374699E-01
     29  -7.73601783E+00  -7.22485191E+00   5.11165918E-01
     30  -7.75433647E+00  -7.24244738E+00   5.11889088E-01
     31  -7.77088865E+00  -7.26170372E+00   5.09184932E-01
     32  -7.78516921E+00  -7.27809122E+00   5.07077988E-01
     33  -7.80168441E+00  -7.29361602E+00   5.08068387E-01
     34  -7.82094506E+00  -7.30952731E+00   5.11417747E-01
# k =   0.750000   0.500000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.33738558E+00  -7.81790443E+00   5.19481153E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.11732439E-01   5.02076866E-01  -9.65557285E-03
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.00963615E-01  -7.07078568E-01   1.93885047E-01
      2  -1.81318294E+00  -1.26392572E+00   5.49257227E-01
      3  -2.72207803E+00  -1.83535482E+00   8.86723208E-01
      4  -5.15349835E+00  -2.27009633E+00   2.88340201E+00
      5  -5.44040724E+00  -4.27771018E+00   1.16269706E+00
      6  -5.71951093E+00  -4.90663698E+00   8.12873959E-01
      7  -6.06255959E+00  -5.29359291E+00   7.68966678E-01
      8  -6.29918356E+00  -5.61711847E+00   6.82065085E-01
      9  -6.49741644E+00  -5.81498419E+00   6.82432242E-01
     10  -6.68108374E+00  -6.03184119E+00   6.49242545E-01
     11  -6.80083191E+00  -6.19488355E+00   6.05948362E-01
     12  -6.91812789E+00  -6.34270163E+00   5.75426263E-01
     13  -7.00701627E+00  -6.48156477E+00   5.25451502E-01
     14  -7.08767918E+00  -6.56912089E+00   5.18558297E-01
     15  -7.16052447E+00  -6.65245487E+00   5.08069604E-01
     16  -7.23672364E+00  -6.72282311E+00   5.13900532E-01
     17  -7.30970059E+00  -6.79128465E+00   5.18415940E-01
     18  -7.36473573E+00  -6.85075895E+00   5.13976779E-01
     19  -7.42012824E+00  -6.90217750E+00   5.17950732E-01
     20  -7.46818808E+00  -6.95569097E+00   5.12497110E-01
     21  -7.50844878E+00  -6.99751438E+00   5.10934401E-01
     22  -7.54783855E+00  -7.03662409E+00   5.11214453E-01
     23  -7.58360891E+00  -7.07304417E+00   5.10564745E-01
     24  -7.61002674E+00  -7.10431221E+00   5.05714522E-01
     25  -7.64617148E+00  -7.13309383E+00   5.13077652E-01
     26  -7.67579760E+00  -7.16039822E+00   5.15399383E-01
     27  -7.70063128E+00  -7.18704262E+00   5.13588656E-01
     28  -7.72029150E+00  -7.21020904E+00   5.10082453E-01
     29  -7.73964836E+00  -7.22931367E+00   5.10334690E-01
     30  -7.75919054E+00  -7.24985079E+00   5.09339758E-01
     31  -7.77613065E+00  -7.26723948E+00   5.08891170E-01
     32  -7.79001646E+00  -7.28315361E+00   5.06862854E-01
     33  -7.80672505E+00  -7.29883622E+00   5.07888828E-01
     34  -7.82565314E+00  -7.31582756E+00   5.09825580E-01
# k =   0.750000   0.500000   0.250000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -7.76684826E+00  -8.19870034E+00  -4.31852076E-01
# Error est. for CH(vbm) CH(cbm) diff =   4.17486090E-01   6.27402224E-01   2.09916134E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -1.00524721E+00  -5.19091923E-01   4.86155292E-01
      2  -1.80862843E+00  -1.03308478E+00   7.75543655E-01
      3  -3.43672205E+00  -1.58760426E+00   1.84911779E+00
      4  -4.88599046E+00  -2.27193209E+00   2.61405837E+00
      5  -5.34074499E+00  -3.47600423E+00   1.86474076E+00
      6  -5.65586444E+00  -4.69324085E+00   9.62623592E-01
      7  -5.89047564E+00  -5.02153397E+00   8.68941672E-01
      8  -6.08741416E+00  -5.38210772E+00   7.05306443E-01
      9  -6.23952512E+00  -5.66728708E+00   5.72238039E-01
     10  -6.39458755E+00  -6.00509805E+00   3.89489505E-01
     11  -6.49843646E+00  -6.20629034E+00   2.92146120E-01
     12  -6.59913320E+00  -6.36483549E+00   2.34297714E-01
     13  -6.68152523E+00  -6.50568038E+00   1.75844844E-01
     14  -6.74998638E+00  -6.61991443E+00   1.30071955E-01
     15  -6.80985547E+00  -6.72991316E+00   7.99423066E-02
     16  -6.87002661E+00  -6.82685513E+00   4.31714748E-02
     17  -6.92719220E+00  -6.91829497E+00   8.89723878E-03
     18  -6.97568124E+00  -6.98836995E+00  -1.26887088E-02
     19  -7.02174217E+00  -7.05829192E+00  -3.65497512E-02
     20  -7.06063643E+00  -7.12121078E+00  -6.05743550E-02
     21  -7.09214405E+00  -7.16973269E+00  -7.75886429E-02
     22  -7.12523389E+00  -7.22213692E+00  -9.69030249E-02
     23  -7.15336152E+00  -7.26576502E+00  -1.12403495E-01
     24  -7.17579486E+00  -7.30111647E+00  -1.25321613E-01
     25  -7.20255819E+00  -7.34522800E+00  -1.42669812E-01
     26  -7.22592623E+00  -7.38348858E+00  -1.57562348E-01
     27  -7.24746785E+00  -7.41560009E+00  -1.68132234E-01
     28  -7.26390123E+00  -7.44005526E+00  -1.76154026E-01
     29  -7.28016575E+00  -7.46622091E+00  -1.86055157E-01
     30  -7.29585768E+00  -7.48891429E+00  -1.93056613E-01
     31  -7.30896029E+00  -7.51058177E+00  -2.01621478E-01
     32  -7.32097684E+00  -7.52854440E+00  -2.07567554E-01
     33  -7.33398490E+00  -7.54920294E+00  -2.15218034E-01
     34  -7.34936217E+00  -7.57129811E+00  -2.21935942E-01
# k =   0.750000   0.500000   0.500000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.33462562E+00  -7.79927136E+00   5.35354267E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.13074610E-01   4.89291280E-01  -2.37833299E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.29790192E-01  -6.92972502E-01   2.36817690E-01
      2  -1.81711625E+00  -1.26248995E+00   5.54626302E-01
      3  -2.92457972E+00  -1.89448866E+00   1.03009106E+00
      4  -5.15019932E+00  -2.26676684E+00   2.88343248E+00
      5  -5.40833436E+00  -4.24194475E+00   1.16638961E+00
      6  -5.74363535E+00  -4.84977190E+00   8.93863446E-01
      7  -6.04391770E+00  -5.23996263E+00   8.03955071E-01
      8  -6.29619061E+00  -5.61383466E+00   6.82355944E-01
      9  -6.48134909E+00  -5.86153580E+00   6.19813284E-01
     10  -6.67340787E+00  -6.03198517E+00   6.41422705E-01
     11  -6.79716883E+00  -6.19103224E+00   6.06136587E-01
     12  -6.91580270E+00  -6.32370191E+00   5.92100790E-01
     13  -7.00715570E+00  -6.46960084E+00   5.37554858E-01
     14  -7.08370085E+00  -6.56493979E+00   5.18761060E-01
     15  -7.15684629E+00  -6.64791624E+00   5.08930051E-01
     16  -7.23236486E+00  -6.71291050E+00   5.19454355E-01
     17  -7.30386893E+00  -6.78310673E+00   5.20762197E-01
     18  -7.36058340E+00  -6.84644676E+00   5.14136641E-01
     19  -7.41341826E+00  -6.90748240E+00   5.05935864E-01
     20  -7.46404437E+00  -6.95126108E+00   5.12783296E-01
     21  -7.50145078E+00  -6.99324152E+00   5.08209258E-01
     22  -7.54333976E+00  -7.03418172E+00   5.09158043E-01
     23  -7.57929098E+00  -7.06838234E+00   5.10908646E-01
     24  -7.60494403E+00  -7.09869730E+00   5.06246735E-01
     25  -7.64210877E+00  -7.12936432E+00   5.12744448E-01
     26  -7.67068386E+00  -7.15639004E+00   5.14293817E-01
     27  -7.69697154E+00  -7.18327391E+00   5.13697624E-01
     28  -7.71578141E+00  -7.20693559E+00   5.08845821E-01
     29  -7.73655567E+00  -7.22516732E+00   5.11388352E-01
     30  -7.75556469E+00  -7.24431080E+00   5.11253885E-01
     31  -7.77189863E+00  -7.26262931E+00   5.09269325E-01
     32  -7.78583539E+00  -7.27865703E+00   5.07178366E-01
     33  -7.80237326E+00  -7.29398366E+00   5.08389599E-01
     34  -7.82155101E+00  -7.30998007E+00   5.11570938E-01
# k =   0.750000   0.500000   0.750000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.56251470E+00  -8.16256745E+00   3.99947254E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.65785726E-01   5.48584186E-01  -1.72015398E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.80454610E-01  -7.24883861E-01   1.55570749E-01
      2  -1.79446173E+00  -1.33595130E+00   4.58510435E-01
      3  -3.03380423E+00  -1.99248997E+00   1.04131426E+00
      4  -5.17080210E+00  -2.37085754E+00   2.79994456E+00
      5  -5.40257232E+00  -4.31138328E+00   1.09118904E+00
      6  -5.71875335E+00  -4.75544200E+00   9.63311353E-01
      7  -6.06536444E+00  -5.23913976E+00   8.26224674E-01
      8  -6.35901721E+00  -5.73838702E+00   6.20630187E-01
      9  -6.54215180E+00  -5.98189148E+00   5.60260327E-01
     10  -6.75663960E+00  -6.17709678E+00   5.79542816E-01
     11  -6.88884713E+00  -6.37169544E+00   5.17151687E-01
     12  -7.01899466E+00  -6.51290839E+00   5.06086272E-01
     13  -7.10940471E+00  -6.66567366E+00   4.43731052E-01
     14  -7.19585745E+00  -6.78628344E+00   4.09574005E-01
     15  -7.27192947E+00  -6.87713451E+00   3.94794959E-01
     16  -7.35877502E+00  -6.95439312E+00   4.04381901E-01
     17  -7.43322999E+00  -7.02877568E+00   4.04454316E-01
     18  -7.49432361E+00  -7.09848348E+00   3.95840132E-01
     19  -7.55375534E+00  -7.16475201E+00   3.89003329E-01
     20  -7.60892838E+00  -7.21790983E+00   3.91018550E-01
     21  -7.65014461E+00  -7.26385392E+00   3.86290689E-01
     22  -7.69367069E+00  -7.30852037E+00   3.85150319E-01
     23  -7.73153886E+00  -7.34614897E+00   3.85389887E-01
     24  -7.76197360E+00  -7.38220290E+00   3.79770693E-01
     25  -7.80191523E+00  -7.41503231E+00   3.86882923E-01
     26  -7.83269988E+00  -7.44474192E+00   3.87957963E-01
     27  -7.86235365E+00  -7.47445800E+00   3.87895644E-01
     28  -7.88215060E+00  -7.49867886E+00   3.83471743E-01
     29  -7.90464980E+00  -7.52068329E+00   3.83966513E-01
     30  -7.92388104E+00  -7.54025841E+00   3.83622630E-01
     31  -7.94197552E+00  -7.56089447E+00   3.81081049E-01
     32  -7.95745817E+00  -7.57972451E+00   3.77733669E-01
     33  -7.97528231E+00  -7.59627810E+00   3.79004213E-01
     34  -7.99672898E+00  -7.61398326E+00   3.82745715E-01
# k =   0.750000   0.750000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.37566815E+00  -7.90360233E+00   4.72065821E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.29668599E-01   5.05961023E-01  -2.37075763E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.76082593E-01  -7.21037951E-01   1.55044642E-01
      2  -1.91313604E+00  -1.32579864E+00   5.87337409E-01
      3  -3.39739850E+00  -2.07689888E+00   1.32049962E+00
      4  -5.11189457E+00  -2.38641380E+00   2.72548077E+00
      5  -5.38239207E+00  -4.43734899E+00   9.45043082E-01
      6  -5.70951569E+00  -5.10421524E+00   6.05300455E-01
      7  -6.03650306E+00  -5.47621654E+00   5.60286526E-01
      8  -6.27060646E+00  -5.74509194E+00   5.25514521E-01
      9  -6.48394163E+00  -5.90113565E+00   5.82805983E-01
     10  -6.66635424E+00  -6.12271309E+00   5.43641149E-01
     11  -6.78920535E+00  -6.30522888E+00   4.83976469E-01
     12  -6.92175848E+00  -6.43581802E+00   4.85940461E-01
     13  -7.01251178E+00  -6.56250221E+00   4.50009575E-01
     14  -7.09581545E+00  -6.66527481E+00   4.30540645E-01
     15  -7.17014574E+00  -6.74543578E+00   4.24709968E-01
     16  -7.24791700E+00  -6.81513596E+00   4.32781039E-01
     17  -7.31862226E+00  -6.87650041E+00   4.42121852E-01
     18  -7.37623929E+00  -6.93307548E+00   4.43163805E-01
     19  -7.43089335E+00  -6.98177224E+00   4.49121111E-01
     20  -7.48062517E+00  -7.03326894E+00   4.47356232E-01
     21  -7.52236108E+00  -7.07779387E+00   4.44567211E-01
     22  -7.56281391E+00  -7.11897516E+00   4.43838759E-01
     23  -7.59823659E+00  -7.15581162E+00   4.42424965E-01
     24  -7.62495097E+00  -7.18649679E+00   4.38454173E-01
     25  -7.66235785E+00  -7.21563439E+00   4.46723453E-01
     26  -7.69311221E+00  -7.24258338E+00   4.50528830E-01
     27  -7.71879517E+00  -7.26985870E+00   4.48936470E-01
     28  -7.73831626E+00  -7.29210440E+00   4.46211858E-01
     29  -7.75909083E+00  -7.31168339E+00   4.47407446E-01
     30  -7.77767760E+00  -7.33204591E+00   4.45631690E-01
     31  -7.79474130E+00  -7.34867734E+00   4.46063963E-01
     32  -7.80926580E+00  -7.36586808E+00   4.43397714E-01
     33  -7.82632313E+00  -7.38029788E+00   4.46025255E-01
     34  -7.84599955E+00  -7.39764131E+00   4.48358245E-01
# k =   0.750000   0.750000   0.250000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.33928415E+00  -7.82214991E+00   5.17134244E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.18368545E-01   5.11412245E-01  -6.95629964E-03
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.44863298E-01  -6.65756370E-01   2.79106928E-01
