# Direct absorption versus energy
# Photon energy (eV), Imaginary dielectric function along x,y,z,average
            0.020000  0.12692957928610E-04  0.29356381125398E-04  0.12235075823712E-01  0.40923750542555E-02
            0.040000  0.41624406736384E-04  0.75151207936199E-04  0.41412457540423E-02  0.14193404562383E-02
            0.060000  0.18040812220544E-03  0.31607482252054E-03  0.15017084986197E-02  0.66606381444857E-03
            0.080000  0.72055426559816E-03  0.12593365416714E-02  0.76966453736706E-03  0.91651844821221E-03
            0.100000  0.23783198952598E-02  0.41558665290434E-02  0.12781018429405E-02  0.26040960890812E-02
            0.120000  0.61858470713743E-02  0.10808664518755E-01  0.31111305076220E-02  0.67018806992505E-02
            0.140000  0.12362214650660E-01  0.21599410899430E-01  0.62736382382670E-02  0.13411754596119E-01
            0.160000  0.18701662283179E-01  0.32671581298718E-01  0.97702771372427E-02  0.20381173573047E-01
            0.180000  0.21216911941740E-01  0.37055853019202E-01  0.11760090486576E-01  0.23344285149172E-01
            0.200000  0.17945187607096E-01  0.31324501864465E-01  0.11154452614360E-01  0.20141380695307E-01
            0.220000  0.11279886178880E-01  0.19667515702768E-01  0.86183028563265E-02  0.13188568245991E-01
            0.240000  0.52677964235358E-02  0.91636660833005E-02  0.56114355519193E-02  0.66809660195852E-02
            0.260000  0.18346326042298E-02  0.31766508363753E-02  0.31127006397893E-02  0.27079946934648E-02
            0.280000  0.48136756224707E-03  0.82597778497885E-03  0.14386219171882E-02  0.91532242147137E-03
            0.300000  0.97050903406997E-04  0.16380312146696E-03  0.53327994898661E-03  0.26471132462019E-03
            0.320000  0.15500775342829E-04  0.25468030083505E-04  0.15343680191213E-03  0.64801869112822E-04
            0.340000  0.20283066532700E-05  0.32117074065221E-05  0.33570066356289E-04  0.12936693472027E-04
            0.360000  0.23226273968563E-06  0.33796295828436E-06  0.55315975404909E-05  0.20339410794870E-05
            0.380000  0.21665344387182E-06  0.55977003371035E-07  0.80806766565440E-06  0.36023270429909E-06
            0.400000  0.25289275523541E-05  0.34634690758814E-06  0.17060797927776E-05  0.15271180842400E-05
            0.420000  0.23687304876240E-04  0.32269470439974E-05  0.15408015387003E-04  0.14107422435747E-04
            0.440000  0.16193210364480E-03  0.22059510565269E-04  0.10530427851831E-03  0.96431964242792E-04
            0.460000  0.80718652573602E-03  0.10996050955355E-03  0.52491149670339E-03  0.48068617733099E-03
            0.480000  0.29328113138478E-02  0.39952777358836E-03  0.19072002643397E-02  0.17465131172586E-02
            0.500000  0.77647841241715E-02  0.10577725045589E-02  0.50494207829030E-02  0.46239924705444E-02
            0.520000  0.14975842751531E-01  0.20401131750333E-02  0.97387553095156E-02  0.89182370786932E-02
            0.540000  0.21036077960987E-01  0.28656823474612E-02  0.13679712514720E-01  0.12527157607723E-01
            0.560000  0.21515742835577E-01  0.29310311709416E-02  0.13991638934135E-01  0.12812804313551E-01
            0.580000  0.16020730344031E-01  0.21824721938594E-02  0.10418247882550E-01  0.95404834734802E-02
            0.600000  0.86829549588618E-02  0.11828798814350E-02  0.56465136887757E-02  0.51707828430241E-02
            0.620000  0.34248773183659E-02  0.46659630699711E-03  0.22272189013788E-02  0.20395641755806E-02
            0.640000  0.98305915337276E-03  0.13399655615028E-03  0.63954255473117E-03  0.58553275475140E-03
            0.660000  0.20582882123488E-03  0.28456638751935E-04  0.13609771776936E-03  0.12346105925206E-03
            0.680000  0.34734226196588E-04  0.70370880838939E-05  0.36963652482359E-04  0.26244988920947E-04
            0.700000  0.19983557572855E-04  0.12474817268460E-04  0.79988760114095E-04  0.37482378318470E-04
            0.720000  0.56334754880028E-04  0.38309857869321E-04  0.26377939848319E-03  0.11947467041085E-03
            0.740000  0.13826812158634E-03  0.89989584578729E-04  0.65035809537856E-03  0.29287193384788E-03
            0.760000  0.24817604051986E-03  0.15580379674583E-03  0.11687325056686E-02  0.52423744764477E-03
            0.780000  0.32469493529371E-03  0.19874667391893E-03  0.15346871660645E-02  0.68604292509239E-03
