 &plot nbnd=  48, nks= 374 /
            0.000000  0.000000  0.000000
   -0.0000   -0.0000   -0.0000  104.5080  104.5080  104.6026
  104.6026  104.6026  105.1075  105.1075  105.1075  137.4964
  137.4964  137.4964  137.8038  137.8038  137.8038  373.9013
  374.3433  374.3433  374.3433  406.5296  406.9007  406.9007
  406.9007  407.0693  407.0693  408.6529  408.6529  408.6529
  408.6567  456.8730  456.8730  456.8730  457.5357  457.5357
  457.5357  486.5805  486.5805  487.0915  487.0915  487.0915
  487.1838  487.1838  487.1838  511.8545  511.8545  511.8545
            0.010135  0.010135  0.000000
    2.3281    2.7987    7.1643  104.5340  104.5402  104.6146
  104.6848  104.8064  105.1031  105.1399  105.3107  137.5023
  137.5263  137.5966  137.8126  137.8336  137.9613  373.5672
  373.8824  374.1755  374.3024  404.0380  404.2271  406.7992
  406.8533  408.6404  408.6433  409.0164  409.0478  409.4723
  409.6390  456.8987  456.9095  456.9191  457.5615  457.5714
  457.5809  486.5775  486.5779  487.0866  487.0879  487.0895
  487.1707  487.1806  487.1934  511.8337  511.8361  511.8421
            0.020270  0.020270  0.000000
    4.6554    5.6034   14.3249  104.5019  104.6346  104.6449
  104.8625  105.0955  105.2396  105.5237  105.9837  137.5019
  137.6140  137.7435  137.8568  137.9226  138.5850  372.3067
  372.5567  373.9874  374.1799  401.1915  401.3719  406.5154
  406.7264  408.6091  408.6110  410.0935  410.1450  411.9978
  412.1763  456.9739  457.0188  457.0555  457.6405  457.6787
  457.7173  486.5632  486.5681  487.0576  487.0706  487.0898
  487.1456  487.1716  487.2286  511.7712  511.7809  511.8049
            0.030405  0.030405  0.000000
    6.9812    8.4200   21.4780  104.4394  104.6722  104.7834
  105.1028  105.1071  105.4138  106.7142  107.1454  137.4627
  137.7523  137.9182  137.9660  138.0720  139.6895  370.2698
  370.5047  373.7682  373.9762  398.2482  398.4242  406.0466
  406.5168  408.5562  408.5572  411.7378  411.8070  414.4114
  414.5960  457.0929  457.1995  457.2770  457.7773  457.8584
  457.9469  486.5195  486.5507  486.9772  487.0338  487.1097
  487.1351  487.1588  487.2947  511.6673  511.6886  511.7429
            0.040541  0.040541  0.000000
    9.3045   11.2544   28.6199  104.3510  104.6601  104.9767
  105.1755  105.4156  105.6711  108.3531  108.7629  137.3767
  137.9275  138.1354  138.1606  138.2914  141.2287  367.6550
  367.8848  373.4786  373.6922  395.2188  395.3915  405.4000
  406.2255  408.4821  408.4823  413.7948  413.8769  416.7016
  416.8914  457.2474  457.4485  457.5782  457.9773  458.1129
  458.2711  486.4302  486.5231  486.8494  486.9777  487.1300
  487.1502  487.1654  487.3903  511.5223  511.5588  511.6561
            0.050676  0.050676  0.000000
   11.6247   14.1124   35.7469  104.2376  104.5911  105.2080
  105.3205  105.8045  106.0163  110.4131  110.8030  137.2508
  138.1271  138.3396  138.4859  138.5953  143.1735  364.6063
  364.8340  373.1127  373.3290  392.1112  392.2810  404.5843
  405.8550  408.3860  408.3875  416.1293  416.2205  418.8624
  419.0575  457.4292  457.7605  457.9568  458.2437  458.4463
  458.6884  486.2904  486.4820  486.6817  486.9033  487.1163
  487.1553  487.2615  487.5133  511.3366  511.3908  511.5447
            0.060811  0.060811  0.000000
   13.9410   16.9993   42.8553  104.0995  104.4754  105.4770
  105.5342  106.2674  106.4477  112.8622  113.2319  137.0897
  138.3431  138.5619  138.8987  138.9900  145.4954  361.2294
  361.4563  372.6704  372.8881  388.9330  389.1000  403.6096
  405.4083  408.2689  408.2722  418.6395  418.7368  420.8901
  421.0905  457.6337  458.1288  458.4141  458.5742  458.8634
  459.1925  486.1036  486.4226  486.4784  486.8104  487.1020
  487.1672  487.3942  487.6623  511.1109  511.1841  511.4087
            0.070946  0.070946  0.000000
   16.2525   19.9203   49.9415  103.9374  104.3244  105.7873
  105.8082  106.8001  106.9589  115.6653  116.0140  136.8958
  138.5683  138.7934  139.4002  139.4759  148.1633  357.6000
  357.8267  372.1528  372.3714  385.6917  385.8561  402.4866
  404.8889  408.1314  408.1367  421.2530  421.3545  422.7828
  422.9877  457.8601  458.5477  458.9526  458.9635  459.3677
  459.7732  485.8747  486.2335  486.3492  486.6990  487.0919
  487.1826  487.5582  487.8355  510.8458  510.9376  511.2482
            0.081081  0.081081  0.000000
   18.5585   22.8805   57.0018  103.7517  104.1442  106.1402
  106.1440  107.3971  107.5415  118.7851  119.1119  136.6701
