0.0000 -5.8357 0.9895
0.0202 -5.8322 0.9895
0.0404 -5.8214 0.9893
0.0606 -5.8035 0.9889
0.0808 -5.7784 0.9884
0.1010 -5.7460 0.9876
0.1212 -5.7063 0.9864
0.1414 -5.6600 0.9847
0.1616 -5.6070 0.9820
0.1818 -5.5472 0.9771
0.2020 -5.4822 0.9648
0.2222 -5.4141 0.8961
0.2424 -5.3950 0.1905
0.2626 -5.4593 0.0238
0.2828 -5.5260 0.0081
0.3030 -5.5878 0.0040
0.3232 -5.6431 0.0024
0.3435 -5.6916 0.0016
0.3637 -5.7337 0.0012
0.3839 -5.7682 0.0009
0.4041 -5.7959 0.0007
0.4243 -5.8162 0.0006
0.4445 -5.8294 0.0005
0.4647 -5.8353 0.0004
0.4849 -5.8341 0.0004
0.5051 -5.8258 0.0003
0.5253 -5.8102 0.0003
0.5455 -5.7876 0.0003
0.5657 -5.7575 0.0003
0.5859 -5.7206 0.0002
0.6061 -5.6762 0.0002
0.6263 -5.6254 0.0002
0.6465 -5.5679 0.0002
0.6667 -5.5041 0.0002
0.6869 -5.4364 0.0002
0.7071 -5.3862 0.0001
0.0000 -4.5698 0.0006
0.0202 -4.6019 0.0007
0.0404 -4.6555 0.0007
0.0606 -4.7093 0.0008
0.0808 -4.7599 0.0010
0.1010 -4.8061 0.0013
0.1212 -4.8506 0.0021
0.1414 -4.9161 0.0035
0.1616 -5.0108 0.0045
0.1818 -5.1077 0.0075
0.2020 -5.2006 0.0172
0.2222 -5.2835 0.0822
0.2424 -5.3048 0.7820
0.2626 -5.2298 0.9394
0.2828 -5.1394 0.9376
0.3030 -5.0430 0.9027
0.3232 -4.9462 0.7779
0.3435 -4.8678 0.2731
0.3637 -4.8207 0.0480
0.3839 -4.7758 0.0168
0.4041 -4.7266 0.0085
0.4243 -4.6738 0.0053
0.4445 -4.6192 0.0039
0.4647 -4.5746 0.0037
0.4849 -4.5863 0.0024
0.5051 -4.6373 0.0014
0.5253 -4.6916 0.0009
0.5455 -4.7434 0.0007
0.5657 -4.7911 0.0005
0.5859 -4.8353 0.0004
0.6061 -4.8894 0.0003
0.6263 -4.9782 0.0003
0.6465 -5.0755 0.0003
0.6667 -5.1703 0.0003
0.6869 -5.2577 0.0003
0.7071 -5.3144 0.0004
0.0000 -4.5466 0.0003
0.0202 -4.5706 0.0002
0.0404 -4.6211 0.0001
0.0606 -4.6735 0.0001
0.0808 -4.7229 0.0001
0.1010 -4.7674 0.0002
0.1212 -4.8087 0.0003
0.1414 -4.8617 0.0002
0.1616 -4.8944 0.0007
0.1818 -4.9164 0.0011
0.2020 -4.9311 0.0016
0.2222 -4.9391 0.0023
0.2424 -4.9402 0.0035
0.2626 -4.9346 0.0056
