# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    0.200000000    7.237883532    7.942448076    6.978660105
    0.207178631    7.236066307    7.940513849    6.976950625
    0.214357262    7.234188958    7.938514120    6.975183842
    0.221535893    7.232251826    7.936449134    6.973360020
    0.228714524    7.230255255    7.934319143    6.971479430
    0.235893155    7.228199589    7.932124400    6.969542344
    0.243071786    7.226085175    7.929865162    6.967549035
    0.250250417    7.223912359    7.927541688    6.965499781
    0.257429048    7.221681490    7.925154242    6.963394860
    0.264607679    7.219392913    7.922703088    6.961234551
    0.271786311    7.217046975    7.920188494    6.959019138
    0.278964942    7.214644023    7.917610727    6.956748900
    0.286143573    7.212184400    7.914970059    6.954424122
    0.293322204    7.209668451    7.912266763    6.952045088
    0.300500835    7.207096515    7.909501113    6.949612080
    0.307679466    7.204468934    7.906673384    6.947125384
    0.314858097    7.201786046    7.903783853    6.944585284
    0.322036728    7.199048185    7.900832798    6.941992064
    0.329215359    7.196255684    7.897820496    6.939346008
    0.336393990    7.193408876    7.894747228    6.936647400
    0.343572621    7.190508088    7.891613275    6.933896523
    0.350751252    7.187553645    7.888418917    6.931093659
    0.357929883    7.184545872    7.885164436    6.928239091
    0.365108514    7.181485087    7.881850114    6.925333100
    0.372287145    7.178371609    7.878476234    6.922375966
    0.379465776    7.175205753    7.875043080    6.919367970
    0.386644407    7.171987831    7.871550934    6.916309390
    0.393823038    7.168718152    7.868000082    6.913200505
    0.401001669    7.165397024    7.864390808    6.910041592
    0.408180301    7.162024750    7.860723395    6.906832926
    0.415358932    7.158601632    7.856998130    6.903574785
    0.422537563    7.155127970    7.853215298    6.900267442
    0.429716194    7.151604059    7.849375185    6.896911171
    0.436894825    7.148030195    7.845478076    6.893506245
    0.444073456    7.144406668    7.841524258    6.890052936
    0.451252087    7.140733770    7.837514017    6.886551515
    0.458430718    7.137011787    7.833447640    6.883002251
    0.465609349    7.133241005    7.829325415    6.879405416
    0.472787980    7.129421708    7.825147628    6.875761277
    0.479966611    7.125554177    7.820914568    6.872070102
    0.487145242    7.121638692    7.816626522    6.868332159
    0.494323873    7.117675532    7.812283779    6.864547714
    0.501502504    7.113664973    7.807886628    6.860717034
    0.508681135    7.109607290    7.803435357    6.856840382
    0.515859766    7.105502757    7.798930256    6.852918025
    0.523038397    7.101351646    7.794371616    6.848950226
    0.530217028    7.097154228    7.789759725    6.844937250
    0.537395659    7.092910774    7.785094876    6.840879358
    0.544574290    7.088621551    7.780377358    6.836776815
    0.551752922    7.084286828    7.775607463    6.832629882
    0.558931553    7.079906872    7.770785484    6.828438822
    0.566110184    7.075481949    7.765911712    6.824203896
    0.573288815    7.071012323    7.760986441    6.819925366
    0.580467446    7.066498261    7.756009964    6.815603493
    0.587646077    7.061940025    7.750982574    6.811238538
    0.594824708    7.057337879    7.745904566    6.806830761
    0.602003339    7.052692086    7.740776235    6.802380424
    0.609181970    7.048002908    7.735597877    6.797887787
    0.616360601    7.043270608    7.730369786    6.793353109
    0.623539232    7.038495447    7.725092260    6.788776652
    0.630717863    7.033677688    7.719765595    6.784158676
    0.637896494    7.028817590    7.714390090    6.779499441
    0.645075125    7.023915415    7.708966041    6.774799206
    0.652253756    7.018971425    7.703493748    6.770058232
    0.659432387    7.013985879    7.697973510    6.765276780
    0.666611018    7.008959040    7.692405626    6.760455109
    0.673789649    7.003891167    7.686790397    6.755593480
    0.680968280    6.998782522    7.681128123    6.750692153
    0.688146912    6.993633365    7.675419107    6.745751388
    0.695325543    6.988443958    7.669663649    6.740771447
    0.702504174    6.983214561    7.663862052    6.735752589
    0.709682805    6.977945435    7.658014619    6.730695076
    0.716861436    6.972636842    7.652121654    6.725599168
    0.724040067    6.967289044    7.646183460    6.720465127
    0.731218698    6.961902302    7.640200343    6.715293213
    0.738397329    6.956476877    7.634172606    6.710083688
    0.745575960    6.951013033    7.628100557    6.704836814
    0.752754591    6.945511030    7.621984499    6.699552852
    0.759933222    6.939971133    7.615824741    6.694232064
    0.767111853    6.934393603    7.609621589    6.688874711
    0.774290484    6.928778704    7.603375351    6.683481057
    0.781469115    6.923126698    7.597086334    6.678051363
    0.788647746    6.917437850    7.590754846    6.672585891
    0.795826377    6.911712423    7.584381196    6.667084905
    0.803005008    6.905950682    7.577965694    6.661548667
    0.810183639    6.900152890    7.571508649    6.655977440
    0.817362270    6.894319312    7.565010370    6.650371487
    0.824540902    6.888450213    7.558471168    6.644731072
    0.831719533    6.882545858    7.551891353    6.639056456
    0.838898164    6.876606513    7.545271237    6.633347905
    0.846076795    6.870632443    7.538611130    6.627605681
    0.853255426    6.864623913    7.531911344    6.621830049
    0.860434057    6.858581191    7.525172190    6.616021271
    0.867612688    6.852504541    7.518393981    6.610179612
