# Direct absorption versus energy
# Photon energy (eV), Imaginary dielectric function along x,y,z,average
            0.020000  0.21495908161977E-01  0.39948463624817E-01  0.14689334949488E-01  0.25377902245427E-01
            0.040000  0.11715084776813E-01  0.22434802867019E-01  0.78362844820127E-02  0.13995390708615E-01
            0.060000  0.86181604467483E-02  0.16649837600280E-01  0.58339461384828E-02  0.10367314728504E-01
            0.080000  0.73177154382163E-02  0.14196186897959E-01  0.48835870394659E-02  0.87991631252138E-02
            0.100000  0.80530857322755E-02  0.15711292628663E-01  0.52900041495391E-02  0.96847941701591E-02
            0.120000  0.77811004689011E-02  0.15180611302880E-01  0.50950323027427E-02  0.93522480248414E-02
            0.140000  0.82701686075513E-02  0.16134804069057E-01  0.53983554783767E-02  0.99344427183283E-02
            0.160000  0.94093698141553E-02  0.18357416406276E-01  0.61265234663651E-02  0.11297769895599E-01
            0.180000  0.10746583571631E-01  0.20966284206747E-01  0.69958894676607E-02  0.12902919082013E-01
            0.200000  0.10726018222626E-01  0.20925859960774E-01  0.70292251359287E-02  0.12893701106443E-01
            0.220000  0.81845836063023E-02  0.15966841086528E-01  0.54864605950805E-02  0.98792950959703E-02
            0.240000  0.59432508878507E-02  0.10016197715956E-01  0.43493684213990E-02  0.67696056750687E-02
            0.260000  0.38001023156469E-02  0.58627016736743E-02  0.29337319453732E-02  0.41988453115648E-02
            0.280000  0.26034619019868E-02  0.35214887753686E-02  0.20779029451841E-02  0.27342845408465E-02
            0.300000  0.19650929022639E-02  0.22341413436488E-02  0.16042016599466E-02  0.19344786352865E-02
            0.320000  0.16355240477357E-02  0.15098205445830E-02  0.13636054847033E-02  0.15029833590073E-02
            0.340000  0.14859869196306E-02  0.10891237078387E-02  0.12642550862519E-02  0.12797885712404E-02
            0.360000  0.14563436593843E-02  0.84039477001873E-03  0.12611545776387E-02  0.11859643356806E-02
            0.380000  0.15245261592581E-02  0.69665955136396E-03  0.13391428815859E-02  0.11867761974026E-02
            0.400000  0.16938003306665E-02  0.62447695751926E-03  0.15039788403088E-02  0.12740853761648E-02
            0.420000  0.19912815447830E-02  0.60978205982767E-03  0.17819717995530E-02  0.14610118013879E-02
            0.440000  0.24743985811079E-02  0.65231805821867E-03  0.22263189323595E-02  0.17843451905620E-02
            0.460000  0.32385518195316E-02  0.76363791860095E-03  0.29243122520792E-02  0.23088339967372E-02
            0.480000  0.43815743266906E-02  0.95833783642183E-03  0.39652192955962E-02  0.31017104862362E-02
            0.500000  0.57376597389294E-02  0.12019332930902E-02  0.52012506778330E-02  0.40469479032842E-02
            0.520000  0.62677719962347E-02  0.12323324743524E-02  0.56945783052365E-02  0.43982275919412E-02
            0.540000  0.51503573579927E-02  0.10157045821433E-02  0.46797733317235E-02  0.36152784239532E-02
            0.560000  0.34292050715838E-02  0.68136603396433E-03  0.31153922333164E-02  0.24086544462882E-02
            0.580000  0.21523178688422E-02  0.43481298451366E-03  0.19562974323975E-02  0.15144760952511E-02
            0.600000  0.13763995305384E-02  0.28581100156755E-03  0.12521656854448E-02  0.97145873918360E-03
            0.620000  0.91685406963626E-03  0.19894472202699E-03  0.83536974233202E-03  0.65038951133176E-03
            0.640000  0.63710624632592E-03  0.14790199398228E-03  0.58196371760486E-03  0.45565731930435E-03
            0.660000  0.46015578192810E-03  0.11810583999430E-03  0.42212009564270E-03  0.33346057252170E-03
            0.680000  0.34423299507017E-03  0.10209303379853E-03  0.31805338687210E-03  0.25479313858027E-03
            0.700000  0.26633655267341E-03  0.96497495160181E-04  0.24911277272081E-03  0.20398227351813E-03
            0.720000  0.21356415902176E-03  0.10067248894969E-03  0.20396112332988E-03  0.17273259043378E-03
            0.740000  0.17872640883995E-03  0.11612551064287E-03  0.17653810035186E-03  0.15713000661156E-03
            0.760000  0.15779669529078E-03  0.14497442606667E-03  0.16295412618716E-03  0.15524174918154E-03
            0.780000  0.14662047717927E-03  0.18191216791864E-03  0.15594848826750E-03  0.16149371112180E-03
            0.800000  0.13529658449634E-03  0.19847333710806E-03  0.14151981359493E-03  0.15842991173311E-03
            0.820000  0.11432246984241E-03  0.16804106878748E-03  0.11527988189497E-03  0.13254780684162E-03
            0.840000  0.32733171316819E-04  0.10790047365267E-03  0.36300404880913E-04  0.58978016616802E-04
            0.860000  0.23219577809864E-04  0.72275745053649E-04  0.24835774326892E-04  0.40110365730135E-04
            0.880000  0.16670858143016E-04  0.49256552669557E-04  0.17374487762965E-04  0.27767299525179E-04
            0.900000  0.20294505397343E-04  0.34187411898416E-04  0.19826637615640E-04  0.24769518303800E-04
            0.920000  0.17525549384322E-04  0.24027409164062E-04  0.16954402234086E-04  0.19502453594157E-04
            0.940000  0.16185194620942E-04  0.17436842588790E-04  0.15484693244124E-04  0.16368910151286E-04
            0.960000  0.15925048705364E-04  0.13102546802856E-04  0.15042704132822E-04  0.14690099880348E-04
            0.980000  0.16488190448476E-04  0.10166232682573E-04  0.15381482444859E-04  0.14011968525303E-04
            1.000000  0.17813950931705E-04  0.81279897529107E-05  0.16434802143865E-04  0.14125580942827E-04
            1.020000  0.19969998963925E-04  0.66912327406348E-05  0.18254424014623E-04  0.14971885239728E-04
            1.040000  0.23167899846049E-04  0.56800202665181E-05  0.21022195133349E-04  0.16623371748639E-04
            1.060000  0.27812387541694E-04  0.49925577333947E-05  0.25093503340065E-04  0.19299482871718E-04
            1.080000  0.34615643038442E-04  0.45786060336838E-05  0.31098644998259E-04  0.23430964690128E-04
            1.100000  0.44816843655473E-04  0.43265810298169E-05  0.39706032369046E-04  0.29616485684779E-04
            1.120000  0.59929076481885E-04  0.23734366550456E-05  0.53321107749963E-04  0.38541206962298E-04
            1.140000  0.84658794377424E-04  0.32670907067880E-05  0.75338595982149E-04  0.54421493688787E-04
            1.160000  0.12148300675639E-03  0.46148677542419E-05  0.10812116990429E-03  0.78073014804976E-04
            1.180000  0.16344088699070E-03  0.60736284954205E-05  0.14548700940434E-03  0.10500050829682E-03
            1.200000  0.17727352427071E-03  0.65965952165960E-05  0.15779825994876E-03  0.11388945981202E-03
            1.220000  0.14326883450435E-03  0.53555529252876E-05  0.12752420491827E-03  0.92049530782637E-04
            1.240000  0.96986542728786E-04  0.36636203811860E-05  0.86320106808000E-04  0.62323423305991E-04
            1.260000  0.63246354645490E-04  0.24242332264943E-05  0.56283218979525E-04  0.40651268950503E-04
            1.280000  0.42221143423262E-04  0.16320626545266E-05  0.37570324307767E-04  0.27141176795185E-04
            1.300000  0.29281733127906E-04  0.11344429807840E-05  0.26060569911293E-04  0.18825582006661E-04
