# Phonon-assisted absorption versus energy
# Photon energy (eV), Directionally-averaged imaginary dielectric function along x,y,z
  0.50000000000000E-01  0.38803246677572E-09  0.39059609593735E-09  0.40421565902256E-09  0.41604246336695E-09  0.37562341386244E-09  0.20369885679835E-09  0.83177290065808E-10  0.27736630167807E-10  0.78260346070275E-11
  0.10000000000000E+00  0.67523886603627E-10  0.67482533484300E-10  0.68628384755967E-10  0.69552624167313E-10  0.63884899834136E-10  0.38104157473428E-10  0.17263955968103E-10  0.67772517436028E-11  0.24212119757142E-11
  0.15000000000000E+00  0.12238561940044E-10  0.12058890880049E-10  0.12269529617059E-10  0.12707660704622E-10  0.12119193174775E-10  0.80631113937667E-11  0.46388262189772E-11  0.27300298779342E-11  0.15669050865363E-11
  0.20000000000000E+00  0.43919525330470E-11  0.41770383697889E-11  0.41478983888784E-11  0.43144909332364E-11  0.42522485837052E-11  0.32726811626751E-11  0.23919650314881E-11  0.17803479400757E-11  0.11583379274721E-11
  0.25000000000000E+00  0.30712366937061E-11  0.27938913077857E-11  0.26423621527265E-11  0.26797544091397E-11  0.26676521923735E-11  0.23296861330082E-11  0.20023130346911E-11  0.16991253945577E-11  0.11960631854902E-11
  0.30000000000000E+00  0.36100822255491E-11  0.31633795215058E-11  0.28451278933057E-11  0.27851386268238E-11  0.27483233028465E-11  0.25791107734947E-11  0.24073693032538E-11  0.21773327126873E-11  0.16229566917144E-11
  0.35000000000000E+00  0.55880004052789E-11  0.47519777092349E-11  0.41059872563169E-11  0.38900396911186E-11  0.37729864267763E-11  0.36530357503902E-11  0.35253929088567E-11  0.32588421980224E-11  0.24867892606005E-11
  0.40000000000000E+00  0.66739364779134E-11  0.59874185000306E-11  0.55427045605937E-11  0.54038112183773E-11  0.53286359322386E-11  0.52550026232403E-11  0.51547107643111E-11  0.48584149878050E-11  0.38712582156974E-11
  0.45000000000000E+00  0.60690046131025E-11  0.55190148768643E-11  0.52337539180005E-11  0.51561079360657E-11  0.51132720687724E-11  0.50527910232599E-11  0.49498796516990E-11  0.46398688295999E-11  0.35669914286663E-11
  0.50000000000000E+00  0.59319759294234E-11  0.46834929362729E-11  0.40874947113691E-11  0.39443855923996E-11  0.38810824341477E-11  0.38154571547428E-11  0.37251931378599E-11  0.34671008420023E-11  0.25541719325536E-11
  0.55000000000000E+00  0.59017073701816E-11  0.43821417351840E-11  0.36635183886652E-11  0.34884874372613E-11  0.34106831283483E-11  0.33391639026730E-11  0.32659114361039E-11  0.30790218401668E-11  0.23995448023511E-11
  0.60000000000000E+00  0.75221308836648E-11  0.53719888168991E-11  0.43677339691231E-11  0.41265768567013E-11  0.40209393241615E-11  0.39278953255552E-11  0.38475596004485E-11  0.36608915729032E-11  0.29598531659067E-11
  0.65000000000000E+00  0.95875701727183E-11  0.59069954106746E-11  0.42072696072086E-11  0.38035298684047E-11  0.36267583348179E-11  0.34713012973634E-11  0.33570260622062E-11  0.31381247494937E-11  0.23827126579272E-11
  0.70000000000000E+00  0.15128401997381E-10  0.72058107799010E-11  0.35923805086847E-11  0.27505910371401E-11  0.23964767930789E-11  0.21180481487829E-11  0.19815984775697E-11  0.18155058776579E-11  0.13126204296844E-11
  0.75000000000000E+00  0.22176588647894E-10  0.93967524067636E-11  0.34400108309941E-11  0.20421143901490E-11  0.14805571248508E-11  0.11110888943741E-11  0.97510842221853E-12  0.87641272202186E-12  0.64505905948840E-12
  0.80000000000000E+00  0.11542717538692E-10  0.54759120481424E-11  0.23207590149210E-11  0.14760411118697E-11  0.10824114991334E-11  0.80857198834004E-12  0.70160256901050E-12  0.63264207142626E-12  0.50044168628531E-12
  0.85000000000000E+00  0.50069493031450E-11  0.28190284871194E-11  0.16231707239474E-11  0.12502090843814E-11  0.10407618656905E-11  0.84739526765435E-12  0.74727135159627E-12  0.67935081137942E-12  0.56272201714065E-12
  0.90000000000000E+00  0.26808080924308E-11  0.17127112747697E-11  0.11951446831682E-11  0.10360087323028E-11  0.94456733975312E-12  0.84953710367584E-12  0.78937603886813E-12  0.73678074004451E-12  0.61666154861465E-12
  0.95000000000000E+00  0.16020590409318E-11  0.10873845198147E-11  0.81873465666134E-12  0.73892667634178E-12  0.69478290020478E-12  0.65222132481579E-12  0.62559118447458E-12  0.59816857139612E-12  0.52181563116117E-12
  0.10000000000000E+01  0.11126418605177E-11  0.81232833918328E-12  0.65877450882430E-12  0.61503134626749E-12  0.59178651788742E-12  0.57035851273740E-12  0.55710694812381E-12  0.54106772283737E-12  0.48932054276312E-12
  0.10500000000000E+01  0.86309304213782E-04  0.86320905678391E-04  0.86355460869718E-04  0.86412219317412E-04  0.86522599451393E-04  0.86828447675066E-04  0.87252738522492E-04  0.87774856785599E-04  0.86742131906479E-04
  0.11000000000000E+01  0.32531163557102E-03  0.32533935906773E-03  0.32542165427276E-03  0.32555589051525E-03  0.32581337530489E-03  0.32649740857324E-03  0.32733987255941E-03  0.32789672473532E-03  0.32076372413625E-03
  0.11500000000000E+01  0.45600551755479E-03  0.45603903570090E-03  0.45613837096041E-03  0.45629973998867E-03  0.45660670728319E-03  0.45740083829691E-03  0.45829875795330E-03  0.45848904394868E-03  0.44668588252205E-03
  0.12000000000000E+01  0.60648500031413E-03  0.60653008616839E-03  0.60666372493068E-03  0.60688091000781E-03  0.60729440658010E-03  0.60836709879720E-03  0.60959146986650E-03  0.60991417358302E-03  0.59448101889923E-03
  0.12500000000000E+01  0.88697685278072E-03  0.88704404376268E-03  0.88724325753584E-03  0.88756722801211E-03  0.88818486830174E-03  0.88979418737876E-03  0.89165821645864E-03  0.89229760766774E-03  0.87035038091466E-03
  0.13000000000000E+01  0.17586615450547E-02  0.17587912001679E-02  0.17591756839265E-02  0.17598012972178E-02  0.17609953708708E-02  0.17641180020667E-02  0.17677778173843E-02  0.17692567323756E-02  0.17282755088335E-02
  0.13500000000000E+01  0.36162834414216E-02  0.36165229231927E-02  0.36172317350769E-02  0.36183806080873E-02  0.36205562508801E-02  0.36261022266615E-02  0.36320552052667E-02  0.36315719923093E-02  0.35349884429485E-02
  0.14000000000000E+01  0.62509651582268E-02  0.62513514840774E-02  0.62524934867353E-02  0.62543396547458E-02  0.62578171169489E-02  0.62665239347626E-02  0.62752520721830E-02  0.62709698697631E-02  0.60920179200676E-02
  0.14500000000000E+01  0.97366240154386E-02  0.97371978796619E-02  0.97388914354027E-02  0.97416194892051E-02  0.97467203060819E-02  0.97591708805846E-02  0.97703738354977E-02  0.97569809006260E-02  0.94456793080726E-02
